URL,Title,Comment Count,Share Count,Digg Count,Collect Count,Timestamp
https://www.iesdouyin.com/share/video/7447841032588299583/?region=CN&mid=7447842033386965770&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=YyVoEav_gKJSfIKDZt4LedphL.4O11HG14sfEgXGdzs-&share_version=0&ts=1743075763&from_aid=6383&from_ssr=1,功夫再高，也怕菜刀 #小五哥哥#和平精英教学#游戏 #解说,2500,12690,264305,11380,2024-12-14 10:00:00
https://www.iesdouyin.com/share/video/7447100562555850047/?region=CN&mid=7447100638841981722&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=jEuHMS4Tv2t6A1oBzYfp1qtdrLvDPOVP_2ZoPjCJ1l4-&share_version=0&ts=1743075763&from_aid=6383&from_ssr=1,掰头哥：你听过我的故事？ #小五哥哥  #和平精英教学  #游戏 #解说,6417,28933,466767,25043,2024-12-13 17:00:00
https://www.iesdouyin.com/share/video/7445220648353353023/?region=CN&mid=7445221028328016649&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=EwYZil9Gp5n2P.e73wsid8TVQ47GWb4X0aWv8x9w8.I-&share_version=0&ts=1743075763&from_aid=6383&from_ssr=1,简直离谱，一发子弹瞬秒两个20杀的淘汰王 #小五哥哥  #和平精英教学#游戏 #解说 #搞笑,12382,80856,620512,38810,2024-12-06 17:00:03
https://www.iesdouyin.com/share/video/7442825399312059675/?region=CN&mid=7442827263244028711&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=XBEhNUjiKW6cAsK3.1qDVSb7cw9LlJRPfVI32D5GqXs-&share_version=0&ts=1743075763&from_aid=6383&from_ssr=1,全是妖怪 #和平精英教学 #小五哥哥 #游戏 #解说,4386,41461,327264,17988,2024-11-30 10:00:00
https://www.iesdouyin.com/share/video/7442654266168184102/?region=CN&mid=7442654319299201818&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=F1_zumx5iOHrT1PQibZDp7L8NTq4q0uijwhG2hio_UM-&share_version=0&ts=1743075764&from_aid=6383&from_ssr=1,一穿肆电竞指套，香蕉也可以开桂压枪 #小五哥哥 #指套,219,449,21196,1884,2024-11-29 19:00:03
https://www.iesdouyin.com/share/video/7442323763913379123/?region=CN&mid=7442324862732880651&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=qrmCo_uuwhIoQUgsPJtkKIkI4DIx7N6935UfX0tRvLA-&share_version=0&ts=1743075764&from_aid=6383&from_ssr=1,掰脚不行吗... #和平精英教学  #小五哥哥 #游戏 #解说,25831,250054,904946,49868,2024-11-29 17:00:00
https://www.iesdouyin.com/share/video/7440231807737449747/?region=CN&mid=7440229872389147433&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=IyFnDi1GpiUHYFOQt1kiMuPzSe6psfgdW83nFfKvYKY-&share_version=0&ts=1743075764&from_aid=6383&from_ssr=1,破防小孩哥遇上雷枪手刃敌人 #和平精英教学 #小五哥哥 #游戏 #解说 #搞笑,2872,20229,299013,21203,2024-11-23 10:00:00
https://www.iesdouyin.com/share/video/7439810492077526284/?region=CN&mid=7439813152084216612&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=YummTPaYek8.IdSFoE9O82IhnEoL_qlJFBPmzzENDes-&share_version=0&ts=1743075764&from_aid=6383&from_ssr=1,基站争夺，六队火力车到底花落谁家 #和平精英教学  #小五哥哥 #游戏 #解说  #和平精英流浪地球,7194,56192,435713,27444,2024-11-22 17:00:00
https://www.iesdouyin.com/share/video/7437798274892975386/?region=CN&mid=7437798306589182730&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=PBo3Ew71kKuiI9nuVslsAPwQEvaQaYx3k.X2vin7WIo-&share_version=0&ts=1743075764&from_aid=6383&from_ssr=1,一穿肆电竞指套，既能打游戏又能搬砖 #小五哥哥 #指套,345,759,64203,5372,2024-11-16 16:56:16
https://www.iesdouyin.com/share/video/7437598900720061708/?region=CN&mid=7437602083643067187&u_code=10h025536ijh&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=cGjIing4z0SIaLmjYoWzIU1LLr2Ei.kNkdrF7a6Rqi4-&share_version=0&ts=1743075764&from_aid=6383&from_ssr=1,雷枪秀翻全场，身法大佬秀到敌人头皮发麻 #小五哥哥 #和平精英流浪地球 #游戏 #搞笑 #解说,2181,17187,209978,9702,2024-11-16 10:00:00
